colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,model,MSE,R2,Accuracy
0.9,0.1,5,1,300,0.5,1.0,0.9,XGBoost,0.025531500264854262,0.6365204729754068,0.6956521739130435
0.9,0.05,5,1,100,0.5,1.0,0.9,XGBoost,0.025326399543477658,0.636503764362095,0.6956521739130435
0.9,0.1,6,3,200,0.5,1.0,0.9,XGBoost,0.02501796667818991,0.636460256148603,0.6956521739130435
0.7,0.1,5,3,100,0.5,2.0,0.7,XGBoost,0.025213674103208718,0.6363221317912613,0.6956521739130435
0.9,0.05,5,1,100,0.0,1.0,0.7,XGBoost,0.0252126077547851,0.6362287287906131,0.6956521739130435
0.7,0.2,3,3,100,0.5,2.0,0.9,XGBoost,0.02524273587305413,0.6361956989852826,0.6956521739130435
0.9,0.1,6,3,300,0.5,1.0,0.9,XGBoost,0.025042638307418954,0.6361938967485813,0.6956521739130435
0.9,0.05,6,3,300,0.5,1.0,0.7,XGBoost,0.025335905508922986,0.6361033879091272,0.6956521739130435
0.9,0.05,5,3,300,0.5,1.0,0.7,XGBoost,0.0252686843375266,0.6359981077880587,0.6956521739130435
0.7,0.1,6,3,300,0.0,2.0,0.9,XGBoost,0.025281264883556122,0.6357694924680516,0.6956521739130435
0.9,0.05,5,1,300,0.5,2.0,0.7,XGBoost,0.025271635034651907,0.6353691562449459,0.6956521739130435
0.9,0.05,6,3,300,0.5,1.0,0.9,XGBoost,0.025294707461096994,0.6353681863040169,0.6956521739130435
0.9,0.1,3,1,200,0.5,2.0,0.9,XGBoost,0.025342186904786176,0.6350924778714144,0.6956521739130435
0.7,0.1,6,1,300,0.5,2.0,0.9,XGBoost,0.025532495482836624,0.6350111655602368,0.6956521739130435
0.9,0.05,5,1,100,0.5,2.0,0.7,XGBoost,0.02535027034098741,0.634828613010171,0.6956521739130435
0.9,0.05,5,1,200,0.5,1.0,0.9,XGBoost,0.02542109559320696,0.6346119287954988,0.6956521739130435
0.9,0.05,5,1,200,0.5,1.0,0.7,XGBoost,0.0253509906515025,0.6344256086590556,0.6956521739130435
0.9,0.1,6,3,100,0.5,2.0,0.9,XGBoost,0.025399969419793857,0.6343426812184422,0.6956521739130435
0.7,0.1,6,1,100,0.5,1.0,0.9,XGBoost,0.02557212998160197,0.6342591248495584,0.6956521739130435
0.7,0.1,5,3,200,0.5,2.0,0.7,XGBoost,0.02536782005438849,0.6341618107775152,0.6956521739130435
0.9,0.05,6,3,300,0.5,2.0,0.9,XGBoost,0.025291592852742174,0.6341562212903377,0.6956521739130435
0.7,0.1,6,1,300,0.5,1.0,0.9,XGBoost,0.025629149077297887,0.6340689314563897,0.6956521739130435
0.9,0.05,5,1,300,0.5,1.0,0.9,XGBoost,0.02548731487605401,0.633805517083665,0.6956521739130435
0.7,0.1,5,3,200,0.0,1.0,0.9,XGBoost,0.025568501241051544,0.6337725285244847,0.6956521739130435
0.7,0.05,5,3,200,0.0,1.0,0.9,XGBoost,0.02540949913898307,0.6336898301766067,0.6956521739130435
0.9,0.05,6,1,200,0.5,2.0,0.9,XGBoost,0.02567928870544647,0.6323993398570485,0.6956521739130435
0.7,0.2,6,3,100,0.5,1.0,0.7,XGBoost,0.02566919501762472,0.6323259908674335,0.6956521739130435
0.9,0.1,3,3,200,0.5,2.0,0.9,XGBoost,0.02552002301729973,0.6319380740945147,0.6956521739130435
0.9,0.05,5,1,300,0.0,2.0,0.7,XGBoost,0.025571522157600206,0.6313489882538633,0.6956521739130435
0.9,0.05,6,1,100,0.5,2.0,0.7,XGBoost,0.0255621265158577,0.631259402642893,0.6956521739130435
0.9,0.1,5,1,200,0.5,1.0,0.7,XGBoost,0.025421566217120974,0.6312171260573514,0.6956521739130435
0.9,0.1,3,3,300,0.5,1.0,0.9,XGBoost,0.02556121426411073,0.6311901118449782,0.6956521739130435
0.7,0.2,5,3,200,0.5,2.0,0.9,XGBoost,0.02547878642489083,0.6311873532264277,0.6956521739130435
0.9,0.2,5,3,200,0.5,2.0,0.7,XGBoost,0.025394522238119766,0.6311565891559412,0.6956521739130435
0.7,0.1,5,3,300,0.0,1.0,0.9,XGBoost,0.025770017493333696,0.6310571235374198,0.6956521739130435
0.9,0.05,6,1,100,0.5,1.0,0.7,XGBoost,0.025716691011680577,0.6309319274952974,0.6956521739130435
0.9,0.1,6,3,100,0.0,2.0,0.9,XGBoost,0.025622653115689766,0.6309268142141475,0.6956521739130435
0.9,0.1,6,3,200,0.5,2.0,0.9,XGBoost,0.02566866861547983,0.6309244750905514,0.6956521739130435
0.7,0.1,5,1,100,0.0,2.0,0.7,XGBoost,0.025481148867466667,0.6309063505073734,0.6956521739130435
0.7,0.2,6,3,200,0.5,1.0,0.7,XGBoost,0.025819070084707126,0.6306750747395428,0.6956521739130435
0.9,0.1,5,1,200,0.5,2.0,0.9,XGBoost,0.025924679481279286,0.6306609107883075,0.6956521739130435
0.9,0.05,6,1,300,0.5,1.0,0.7,XGBoost,0.0256522315303179,0.6306220892917945,0.6956521739130435
0.7,0.2,5,3,300,0.5,2.0,0.9,XGBoost,0.025518741125206638,0.6306087198261884,0.6956521739130435
0.7,0.1,5,3,100,0.0,2.0,0.7,XGBoost,0.025554721240376794,0.6305956496926644,0.6956521739130435
0.7,0.05,5,3,300,0.0,2.0,0.7,XGBoost,0.025776267307698573,0.6305101245243329,0.6956521739130435
0.7,0.1,5,1,300,0.5,1.0,0.7,XGBoost,0.025841896498995497,0.6300055856784665,0.6956521739130435
0.9,0.1,5,1,100,0.5,2.0,0.9,XGBoost,0.025915932821169364,0.6298973310007782,0.6956521739130435
0.9,0.05,6,1,200,0.5,1.0,0.7,XGBoost,0.025741199935236648,0.6298767705993317,0.6956521739130435
0.9,0.1,5,1,300,0.5,1.0,0.7,XGBoost,0.025498834625674333,0.629803561863934,0.6956521739130435
0.7,0.2,5,1,100,0.5,2.0,0.7,XGBoost,0.025879272965178172,0.6297348470323424,0.6956521739130435
0.9,0.1,6,1,100,0.5,1.0,0.9,XGBoost,0.025868675298488634,0.6297237834081345,0.6956521739130435
0.7,0.2,6,3,300,0.5,1.0,0.7,XGBoost,0.02590930238539107,0.629552743091451,0.6956521739130435
0.9,0.1,6,3,300,0.5,2.0,0.9,XGBoost,0.025761507140602574,0.6295010514954392,0.6956521739130435
0.7,0.1,6,3,200,0.5,1.0,0.7,XGBoost,0.025643287677921078,0.6292205490824906,0.6956521739130435
0.9,0.2,5,3,300,0.5,2.0,0.7,XGBoost,0.02555797258568415,0.629167872789013,0.6956521739130435
0.9,0.05,6,1,200,0.5,1.0,0.9,XGBoost,0.025825362295615543,0.628984067017282,0.6956521739130435
0.9,0.1,3,1,300,0.5,1.0,0.9,XGBoost,0.025846578333889373,0.6289636043566663,0.6956521739130435
0.9,0.1,6,1,200,0.5,2.0,0.7,XGBoost,0.025818664467748057,0.6288735733968673,0.6956521739130435
0.9,0.1,5,1,300,0.5,2.0,0.9,XGBoost,0.026029318968510688,0.6287843410539334,0.6956521739130435
0.9,0.05,6,1,300,0.5,1.0,0.9,XGBoost,0.025869247340503748,0.6285293195752942,0.6956521739130435
0.9,0.1,6,1,300,0.5,2.0,0.7,XGBoost,0.025819428637340432,0.6284926330684248,0.6956521739130435
0.9,0.1,6,3,100,0.5,2.0,0.7,XGBoost,0.025822323903216614,0.6280043542065066,0.6956521739130435
0.7,0.1,6,3,300,0.5,1.0,0.7,XGBoost,0.025727697125462568,0.6275226543218436,0.6956521739130435
0.7,0.2,3,3,100,0.0,2.0,0.9,XGBoost,0.025772625556385733,0.6272666339603239,0.6956521739130435
0.7,0.1,5,3,200,0.0,1.0,0.7,XGBoost,0.026045588595455568,0.6271279223758244,0.6956521739130435
0.9,0.05,5,1,300,0.0,1.0,0.7,XGBoost,0.025860615218710355,0.6269571016493333,0.6956521739130435
0.7,0.1,6,3,300,0.5,2.0,0.7,XGBoost,0.026069201751100498,0.6267537843066744,0.6956521739130435
0.9,0.1,5,3,200,0.5,2.0,0.7,XGBoost,0.026048437987674356,0.6264317769720714,0.6956521739130435
0.9,0.2,3,1,100,0.5,1.0,0.9,XGBoost,0.026053858341655654,0.6262103112827312,0.6956521739130435
0.7,0.2,5,1,100,0.5,1.0,0.9,XGBoost,0.026456990827091915,0.6261559983783582,0.6956521739130435
0.9,0.1,5,3,300,0.5,2.0,0.7,XGBoost,0.02607033029364773,0.6260660804973626,0.6956521739130435
0.7,0.2,5,1,200,0.5,2.0,0.7,XGBoost,0.026149753502464547,0.6258388887973566,0.6956521739130435
